tool	url	doi
perl-pod-elemental	https://github.com/rjbs/Pod-Elemental	--
perl-biox-workflow-plugin-filedetails	None	--
perl-biox-workflow-plugin-fileexists	None	--
perl-extutils-config	http://metacpan.org/pod/ExtUtils::Config	--
perl-extutils-helpers	http://metacpan.org/pod/ExtUtils::Helpers	--
perl-extutils-installpaths	http://metacpan.org/pod/ExtUtils::InstallPaths	--
perl-hpc-runner	https://metacpan.org/release/HPC-Runner	--
perl-hpc-runner-scheduler	https://metacpan.org/pod/HPC::Runner::Scheduler	--
schavott	http://github.com/emilhaegglund/schavott	--
r-mutationalpatterns	None	--
pygresql	http://www.pygresql.org	--
intervaltree	https://metacpan.org/pod/IntervalTree	--
r-futile.logger	None	--
r-globaloptions	None	--
r-r.oo	None	--
r-optparse	None	--
requests-toolbelt	None	--
r-pcapp	None	--
r-permute	None	--
r-rappdirs	None	--
r-r.cache	None	--
r-r.methodss3	None	--
shape_it	None	--
r-seqinr	None	--
strip_it	None	--
r-shape	None	--
triform2	http://github.com/endrebak/epic	--
r-biom	None	--
r-circlize	None	--
r-diagram	None	--
r-fda	None	--
r-funr	None	--
r-futile.options	None	--
r-future	None	--
r-getoptlong	None	--
r-ggally	None	--
r-globals	None	--
r-hwriter	None	--
r-listenv	None	--
r-lsd	None	--
r-matrixstats	None	--
r-mclust	None	--
discovardenovo	http://www.broadinstitute.org/software/discovar/blog/	--
r-getopt	Not available	--
r-lambda.r	None	--
r-bigmemory	None	--
r-bigmemory.sri	https://cran.r-project.org/web/packages/bigmemory.sri/index.html	--
lz4-bin	https://github.com/lz4/lz4	--
pileometh	https://github.com/dpryan79/MethylDackel	--
cwltest	https://github.com/common-workflow-language/cwltest	--
rnabob	http://eddylab.org/software.html	--
cansam	https://github.com/jmarshall/cansam/	--
gnuplot-py	http://gnuplot-py.sourceforge.net	--
perl-grass	https://github.com/cancerit/grass	--
r-rlist	Not available	--
sbt	http://www.scala-sbt.org/	--
goleft	https://github.com/brentp/goleft	--
pywdl	https://github.com/broadinstitute/pywdl	--
xtermcolor	https://github.com/broadinstitute/xtermcolor	--
dextractor	https://github.com/thegenemyers/DEXTRACTOR	--
treebest	http://treesoft.sourceforge.net/treebest.shtml	--
pythomics	https://github.com/pandeylab/pythomics	--
myriad	https://github.com/cjw85/myriad	--
xsd	http://www.codesynthesis.com/products/xsd/	--
perl-bio-db-hts	https://metacpan.org/pod/Bio::DB::HTS	--
r-relations	https://CRAN.R-project.org/package=relations	--
r-sets	https://CRAN.R-project.org/package=sets	--
stacks_summary	https://github.com/mariabernard/galaxy_wrappers	--
r-wrassp	https://github.com/IPS-LMU/wrassp	--
tgt	https://github.com/hbuschme/TextGridTools/	--
spectrassembler	https://github.com/antrec/spectrassembler	--
dudes	https://github.com/pirovc/dudes/	--
biogridpy	https://github.com/arvkevi/biogridpy	--
drive	https://github.com/odeke-em/drive	--
repeatscout	http://repeatscout.bioprojects.org	--
dscr	None	--
rscape	http://eddylab.org/R-scape/	--
perl-text-tabs-wrap	http://metacpan.org/pod/Text::Tabs+Wrap	--
musicc	https://github.com/borenstein-lab/MUSiCC	--
perl-array-utils	http://metacpan.org/pod/Array::Utils	--
perl-parse-yapp	http://metacpan.org/pod/Parse::Yapp	--
perl-file-grep	http://metacpan.org/pod/File::Grep	--
perl-scope-guard	http://metacpan.org/pod/Scope::Guard	--
perl-term-encoding	http://metacpan.org/pod/Term::Encoding	--
hlama	https://github.com/bihealth/hlama	--
pylibseq	http://pypi.python.org/pypi/pylibseq	--
megagta	https://github.com/HKU-BAL/megagta	--
perl-btlib	https://sourceforge.net/projects/estscan/files/BTLib	--
perl-text-csv	http://metacpan.org/pod/Text::CSV	--
zagros	http://smithlabresearch.org/software/zagros/	--
r-ahocorasicktrie	https://github.com/chambm/AhoCorasickTrie	--
perl-algorithm-dependency	http://metacpan.org/pod/Algorithm::Dependency	--
perl-config-tiny	http://metacpan.org/pod/Config::Tiny	--
perl-dbd-pg	http://search.cpan.org/dist/DBD-Pg/	--
perl-dbm-deep	http://metacpan.org/pod/DBM::Deep	--
perl-digest-md5	http://metacpan.org/pod/Digest-MD5	--
perl-extutils-manifest	https://metacpan.org/release/ExtUtils-Manifest	--
perl-inline-c	https://github.com/ingydotnet/inline-c-pm	--
perl-inline	https://github.com/ingydotnet/inline-pm	--
perl-io-all	https://github.com/ingydotnet/io-all-pm	--
perl-pegex	http://search.cpan.org/~ingy/Pegex-0.61/lib/Pegex.pod	--
perl-yaml-libyaml	https://github.com/ingydotnet/yaml-libyaml-pm	--
python-cluster	https://github.com/exhuma/python-cluster	--
perl-list-uniq	http://metacpan.org/pod/List::Uniq	--
perl-apache-test	http://metacpan.org/pod/Apache::Test	--
perl-archive-tar	http://metacpan.org/pod/Archive::Tar	--
perl-io-zlib	http://metacpan.org/pod/IO::Zlib	--
perl-sort-versions	https://github.com/neilb/Sort-Versions	--
perl-test-harness	https://github.com/TestAnything/testanything.github.io	--
r-tibble	https://cran.r-project.org/package=tibble	--
perl-data-optlist	https://github.com/rjbs/Data-OptList	--
perl-devel-checkbin	https://metacpan.org/pod/Devel::CheckBin	--
perl-git-wrapper	http://genehack.github.com/Git-Wrapper/	--
perl-memoize	http://metacpan.org/pod/Memoize	--
perl-moosex-app-role-log4perl	https://metacpan.org/pod/MooseX::App::Role::Log4perl	--
perl-perl-version	http://metacpan.org/pod/Perl::Version	--
perl-statistics-frequency	http://metacpan.org/pod/Statistics::Frequency	--
perl-sub-exporter	https://github.com/rjbs/Sub-Exporter	--
perl-sub-install	https://github.com/rjbs/Sub-Install	--
perl-text-parsewords	http://metacpan.org/pod/Text::ParseWords	--
perl-version-next	https://github.com/dagolden/Version-Next	--
perl-class-accessor	http://metacpan.org/pod/Class::Accessor	--
perl-file-details	http://metacpan.org/pod/File::Details	--
perl-file-homedir	https://metacpan.org/release/File-HomeDir	--
perl-git-wrapper-plus	https://github.com/kentnl/Git-Wrapper-Plus	--
fastuniq	https://sourceforge.net/projects/fastuniq/	--
plant_tribes_assembly_post_processor	https://github.com/dePamphilis/PlantTribes	--
xmltramp2	https://github.com/tBaxter/xmltramp2	--
r-rcppgsl	https://cran.r-project.org/package=RcppGSL	--
plant_tribes_gene_family_classifier	https://github.com/dePamphilis/PlantTribes	--
involucro	https://github.com/involucro/involucro	--
mono	https://metacpan.org/pod/Inline::MonoCS	--
r-agricolae	https://cran.r-project.org/web/packages/agricolae/index.html	--
r-algdesign	https://cran.r-project.org/web/packages/AlgDesign/index.html	--
r-combinat	https://CRAN.R-project.org/package=combinat	--
r-gmodels	http://www.sf.net/projects/r-gregmisc	--
r-klar	http://www.statistik.tu-dortmund.de	--
r-learnbayes	https://CRAN.R-project.org/package=LearnBayes	--
r-spdep	https://github.com/r-spatial/spdep/	--
r-gbm	None	--
r-gam	https://cran.r-project.org/package=gam	--
r-outliers	https://cran.r-project.org/package=outliers	--
r-logging	https://CRAN.R-project.org/package=logging	--
r-gamlss.data	http://www.gamlss.org/	--
r-pscl	http://pscl.stanford.edu/	--
r-gamlss.dist	https://cran.r-project.org/package=gamlss.dist	--
r-gamlss	https://cran.r-project.org/package=gamlss	--
r-inlinedocs	https://cran.r-project.org/package=inlinedocs	--
r-penalized	https://CRAN.R-project.org/package=penalized	--
xmlbuilder	https://pypi.python.org/pypi/xmlbuilder/1.0	--
maaslin	https://huttenhower.sph.harvard.edu/maaslin	--
dnapi	https://github.com/jnktsj/DNApi	--
r-speedglm	https://cran:.r-project.org/web/packages/speedglm/index.html	--
pyhashxx	http://github.com/ewencp/pyhashxx	--
gfinisher	https://sourceforge.net/projects/gfinisher/	--
r-caroline	https://CRAN.R-project.org/package=caroline	--
pancake	https://bitbucket.org/CorinnaErnst/pancake	--
genomicconsensus	https://github.com/PacificBiosciences/pbbioconda	--
minialign	https://github.com/ocxtal/minialign	--
junit-xml	None	--
r-truncnorm	https://github.com/olafmersmann/truncnorm	--
r-rsolnp	https://CRAN.R-project.org/package=Rsolnp	--
r-r.rsp	https://cran.r-project.org/package=R.rsp	--
r-r.huge	https://github.com/HenrikBengtsson/R.huge	--
r-aroma.apd	https://github.com/HenrikBengtsson/aroma.apd	--
r-r.devices	https://github.com/HenrikBengtsson/R.devices	--
r-gsmoothr	https://CRAN.R-project.org/package=gsmoothr	--
r-r.filesets	https://github.com/HenrikBengtsson/R.filesets	--
eden	https://github.com/fabriziocosta/EDeN	--
ppanini	http://huttenhower.sph.harvard.edu/ppanini	--
koeken	https://github.com/twbattaglia/koeken	--
qiimetomaaslin	https://huttenhower.sph.harvard.edu/maaslin	--
pytest-marks	https://github.com/adamgoucher/pytest-marks	--
ecoprimers	https://git.metabarcoding.org/obitools/ecoprimers/wikis/home	--
perl-math-combinatorics	http://metacpan.org/pod/Math-Combinatorics	--
perl-graph-readwrite	https://github.com/neilb/Graph-ReadWrite	--
roary2fripan.py	https://github.com/kwongj/roary2fripan	--
pyliftover	https://github.com/konstantint/pyliftover	--
edittag	http://github.com/faircloth-lab/edittag/	--
r-bbmle	https://CRAN.R-project.org/package=bbmle	--
r-emdbook	http://www.math.mcmaster.ca/bolker/emdbook	--
r-ada	https://CRAN.R-project.org/package=ada	--
r-progress	https://github.com/r-lib/progress	--
pgma-simple	https://github.com/BackofenLab/GraphClust	--
nspdk	http://dtai.cs.kuleuven.be/ml/systems/nspdk	--
r-prroc	https://CRAN.R-project.org/package=PRROC	--
r-survey	http://r-survey.r-forge.r-project.org/survey/	--
r-dplyr	https://cran.r-project.org/package=dplyr	--
r-car	https://cran.r-project.org/package=car	--
r-rocr	https://cran.r-project.org/package=ROCR	--
r-stringr	https://github.com/tidyverse/stringr	--
r-mitools	https://CRAN.R-project.org/package=mitools	--
r-relaimpo	https://cran.r-project.org/package=relaimpo	--
r-genabel.data	https://cran.r-project.org/package=GenABEL.data	--
kpal	https://github.com/LUMC/kPAL	--
git-lfs	https://github.com/git-lfs/git-lfs	--
remurna	https://www.ncbi.nlm.nih.gov/CBBresearch/Przytycka/index.cgi#remurna	--
metametamerge	https://github.com/pirovc/metametamerge/	--
kiwidist	https://pypi.org/project/KiwiDist/	--
sparseassembler	https://github.com/yechengxi/SparseAssembler	--
perl-date-manip	http://metacpan.org/pod/Date::Manip	--
perl-test-inter	http://metacpan.org/pod/Test::Inter	--
perl-tie-cacher	http://metacpan.org/pod/Tie::Cacher	--
r-dynamictreecut	https://cran.r-project.org/package=dynamicTreeCut	--
sparse-neighbors-search	https://github.com/joachimwolff/minHashNearestNeighbors	--
r-vgam	https://www.stat.auckland.ac.nz/~yee/VGAM/	--
agg	https://github.com/Illumina/gvcfgenotyper	--
perl-test-files	http://metacpan.org/pod/Test::Files	--
perl-test-output	https://github.com/briandfoy/test-output	--
fann	https://github.com/libfann/fann	--
log4cpp	http://log4cpp.sourceforge.net	--
perl-border-style	https://metacpan.org/release/Border-Style	--
perl-clone-pp	http://metacpan.org/pod/Clone::PP	--
perl-color-theme	https://metacpan.org/release/Color-Theme	--
perl-json-maybexs	http://metacpan.org/pod/JSON::MaybeXS	--
perl-log-any	https://github.com/preaction/Log-Any	--
perl-perl-osnames	https://metacpan.org/release/Perl-osnames	--
perl-term-app-roles	https://metacpan.org/release/Term-App-Roles	--
perl-term-detect-software	https://metacpan.org/release/Term-Detect-Software	--
rdfextras	http://github.com/RDFLib/rdfextras	--
pypeflow	https://github.com/PacificBiosciences/pypeFLOW	--
paraview	https://github.com/Kitware/ParaView	--
r-patpro	https://CRAN.R-project.org/package=patPRO	--
estmapper	http://kmer.sourceforge.net/wiki/index.php/Getting_Started_with_ESTmapper	--
r-delaporte	https://cran.r-project.org/package=Delaporte	--
gtf_to_genes	http://code.google.com/p/gtf-to-genes/	--
rascaf	https://github.com/mourisl/Rascaf/commits/master	--
vnl	https://sf.net/projects/vxl/	--
r-plasmidprofiler	https://CRAN.R-project.org/package=Plasmidprofiler	--
emmix	https://people.smp.uq.edu.au/GeoffMcLachlan/emmix/emmix.html	--
nextgenmap	https://github.com/Cibiv/NextGenMap	--
dr-disco	https://github.com/yhoogstrate/dr-disco	--
ecmwfapi	https://software.ecmwf.int/wiki/display/WEBAPI/Access+ECMWF+Public+Datasets#AccessECMWFPublicDatasets-clientlibraries	--
r-gprofiler	https://CRAN.R-project.org/package=gProfileR	--
cgat-scripts-nosetests	https://www.cgat.org/downloads/public/cgat/documentation/	--
cgat-pipelines-nosetests	https://www.cgat.org/downloads/public/cgatpipelines/documentation	--
r-ipo-meta	Not available	--
perl-xsloader	https://metacpan.org/module/XSLoader	--
perl-package-stash	http://metacpan.org/release/Package-Stash	--
perl-class-load	https://github.com/moose/Class-Load	--
perl-class-load-xs	https://github.com/moose/Class-Load-XS	--
extract-sv-reads	https://github.com/hall-lab/extract_sv_reads	--
fastaindex	https://github.com/lpryszcz/FastaIndex	--
r-argparser	https://bitbucket.org/djhshih/argparser	--
transcomb	https://github.com/yechengxi/SparseAssembler	--
r-tsne	https://github.com/jdonaldson/rtsne/	--
gdk-pixbuf	https://developer.gnome.org/gdk-pixbuf/	--
cluster-picker	https://github.com/emmahodcroft/cluster-picker-and-cluster-matcher	--
chicagotools	https://bitbucket.org/chicagoTeam/chicago	--
manormfast	https://github.com/semal/MAnormFast	--
recycler	https://github.com/Shamir-Lab/Recycler	--
sak	https://github.com/seqan/seqan/	--
r-grimport	https://CRAN.R-project.org/package=grImport	--
r-tfmpvalue	https://github.com/ge11232002/TFMPvalue	--
r-aod	http://cran.r-project.org/package=aod	--
gustaf	https://github.com/seqan/seqan/tree/master/apps/gustaf/README.rst	--
r-qiimer	https://cran.r-project.org/web/packages/qiimer/index.html	--
itk	https://itk.org/	--
blasr_libcpp	https://github.com/PacificBiosciences/blasr_libcpp	--
r-splitstackshape	http://github.com/mrdwab/splitstackshape	--
savage	https://github.com/HaploConduct/HaploConduct/tree/master/savage	--
perl-want	http://search.cpan.org/~robin/Want-0.29/Want.pm	--
pp	http://www.parallelpython.com	--
dkfz-bias-filter	https://github.com/eilslabs/DKFZBiasFilter	--
r-ptw	https://CRAN.R-project.org/package=ptw	--
perl-config-simple	http://metacpan.org/pod/Config::Simple	--
metaprob	https://bitbucket.org/samu661/metaprob/	--
latentstrainanalysis	https://github.com/brian-cleary/LatentStrainAnalysis	--
r-rphylip	https://cran.r-project.org/package=Rphylip	--
perl-io-prompt	http://search.cpan.org/dist/IO-Prompt/lib/IO/Prompt.pm	--
fastq-and-furious	https://github.com/lgautier/fastq-and-furious	--
deepmedic	https://github.com/Kamnitsask/deepmedic	--
galaxy-ops	https://github.com/galaxyproject/gops	--
npyscreen	http://www.npcole.com/npyscreen/	--
r-idpmisc	https://cran.r-project.org/web/packages/IDPmisc/index.html	--
pyscaf	https://github.com/lpryszcz/pyScaf	--
tetoolkit	None	--
ngseqbasic	http://userweb.molbiol.ox.ac.uk/public/telenius/NGseqBasicManual/external/instructionsBioconda.html	--
taco	https://github.com/tacorna/taco	--
r-itertools	https://CRAN.R-project.org/package=itertools	--
r-missforest	https://github.com/stekhoven/missForest	--
lemon	https://lemon.cs.elte.hu/trac/lemon	--
mercat	https://github.com/pnnl/mercat	--
wgs-assembler	http://wgs-assembler.sourceforge.net/	--
segmentation-fold	https://github.com/yhoogstrate/segmentation-fold	--
perl-tie-hash	https://perldoc.perl.org/Tie::Hash	--
perl-warnings-register	http://metacpan.org/pod/warnings::register	--
perl-symbol	http://metacpan.org/pod/Symbol	--
perl-io-handle	http://metacpan.org/pod/IO::Handle	--
perl-mime-quotedprint	http://metacpan.org/pod/MIME::QuotedPrint	--
perl-dynaloader	http://metacpan.org/pod/DynaLoader	--
perl-pod-simple-text	http://metacpan.org/pod/Pod::Simple::Text	--
perl-unicode-normalize	http://metacpan.org/pod/Unicode::Normalize	--
perl-text-tabs	http://metacpan.org/pod/Text::Tabs	--
perl-blib	http://metacpan.org/pod/blib	--
perl-module-load-conditional	http://metacpan.org/pod/Module::Load::Conditional	--
perl-test-more	https://metacpan.org/pod/Perl::PrereqScanner::Scanner::TestMore	--
perl-digest-sha	http://metacpan.org/pod/Digest::SHA	--
perl-base	https://perldoc.perl.org/base	--
perl-list-util	https://perldoc.perl.org/List::Util	--
perl-time-local	http://metacpan.org/release/Time-Local	--
perl-integer	http://metacpan.org/pod/integer	--
perl-pod-plaintext	http://metacpan.org/pod/Pod::PlainText	--
perl-io-uncompress-gunzip	http://metacpan.org/pod/IO::Uncompress::Gunzip	--
perl-io-compress-deflate	http://metacpan.org/pod/IO::Compress::Deflate	--
perl-net-netrc	http://metacpan.org/pod/Net::Netrc	--
perl-vars	http://metacpan.org/pod/vars	--
perl-attribute-handlers	http://metacpan.org/pod/Attribute::Handlers	--
perl-filter-simple	http://metacpan.org/pod/Filter::Simple	--
perl-time-piece	http://metacpan.org/pod/Time::Piece	--
perl-date-format	http://metacpan.org/pod/Date::Format	--
perl-safe	http://metacpan.org/pod/Safe	--
perl-pod-checker	http://metacpan.org/pod/Pod::Checker	--
perl-posix	https://metacpan.org/pod/distribution/POSIX-1003/lib/POSIX/Overview.pod	--
perl-io-uncompress-bunzip2	http://metacpan.org/pod/IO::Uncompress::Bunzip2	--
perl-io-scalar	http://metacpan.org/pod/IO::Scalar	--
perl-findbin	http://metacpan.org/pod/FindBin	--
perl-tap-harness-env	http://metacpan.org/pod/TAP::Harness::Env	--
perl-locale-maketext-simple	http://metacpan.org/pod/Locale::Maketext::Simple	--
perl-params-check	http://metacpan.org/pod/Params::Check	--
perl-cpan-shell	https://perldoc.perl.org/5.8.2/CPAN	--
perl-file-find	http://metacpan.org/pod/File::Find	--
perl-test-unit-lite	http://metacpan.org/pod/Test::Unit::Lite	--
perl-locale	http://metacpan.org/pod/locale	--
perl-module-load	http://metacpan.org/pod/Module::Load	--
perl-perlio	http://metacpan.org/pod/PerlIO	--
perl-b	http://metacpan.org/pod/B	--
perl-perlio-encoding	http://metacpan.org/pod/PerlIO::encoding	--
perl-net-ftp	http://metacpan.org/pod/Net::FTP	--
perl-sub-identify	http://metacpan.org/pod/Sub::Identify	--
ogdf	http://http://ogdf.net/doku.php	--
perl-crypt-openssl-random	http://sourceforge.net/projects/perl-openssl/	--
perl-crypt-openssl-rsa	https://metacpan.org/release/Crypt-OpenSSL-RSA	--
askocli	https://github.com/askomics/askocli	--
nanosimh	https://github.com/karel-brinda/nanosim-h	--
perl-aliased	https://github.com/karenetheridge/aliased	--
perl-variable-magic	http://search.cpan.org/dist/Variable-Magic/	--
perl-sub-attribute	http://metacpan.org/pod/Sub::Attribute	--
perl-test2	http://metacpan.org/pod/Test2	--
perl-b-hooks-endofscope	https://github.com/karenetheridge/B-Hooks-EndOfScope	--
perl-namespace-clean	http://search.cpan.org/dist/namespace-cleans	--
perl-namespace-autoclean	https://github.com/moose/namespace-autoclean	--
perl-list-someutils	http://metacpan.org/release/List-SomeUtils	--
perl-string-approx	http://metacpan.org/pod/String::Approx	--
ig-checkfcs	https://github.com/ImmPortDB/ig-checkfcs	--
cmph	http://cmph.sourceforge.net/	--
perl-eval-closure	http://metacpan.org/release/Eval-Closure	--
perl-specio-exporter	http://metacpan.org/pod/Specio::Exporter	--
perl-params-validationcompiler	http://metacpan.org/release/Params-ValidationCompiler	--
perl-symbol-util	http://metacpan.org/pod/Symbol::Util	--
r-skellam	https://cran.r-project.org/package=skellam	--
perl-text-ansitable	https://metacpan.org/release/Text-ANSITable	--
perl-test-class-moose	http://metacpan.org/release/Test-Class-Moose/	--
perl-data-utilities	http://metacpan.org/pod/Data-Utilities	--
perl-text-asciitable	http://metacpan.org/pod/Text::ASCIITable	--
perl-getopt-argvfile	http://metacpan.org/pod/Getopt::ArgvFile	--
perl-file-spec	http://metacpan.org/pod/File::Spec	--
perl-module-scandeps	http://metacpan.org/pod/Module::ScanDeps	--
perl-autoloader	http://metacpan.org/pod/AutoLoader	--
perl-par-dist	http://metacpan.org/pod/PAR::Dist	--
perl-par	http://metacpan.org/pod/PAR	--
perl-par-packer	http://metacpan.org/pod/PAR::Packer	--
soapdenovo-trans	http://soap.genomics.org.cn/SOAPdenovo-Trans.html	--
perl-datetime-locale	http://metacpan.org/release/DateTime-Locale	--
perl-datetime-timezone	http://metacpan.org/release/DateTime-TimeZone	--
perl-datetime	http://metacpan.org/release/DateTime	--
perl-hpc-runner-command	https://github.com/biosails/HPC-Runner-Command	--
sharedmem	http://github.com/rainwoodman/sharedmem	--
jannovar-cli	https://github.com/charite/jannovar	--
pullseq	https://github.com/bcthomas/pullseq	--
pyfiglet	https://github.com/pwaller/pyfiglet	--
py2neo	https://github.com/technige/py2neo	--
onto2nx	https://github.com/cthoyt/onto2nx	--
libidn	https://www.gnu.org/software/libidn/	--
selectsequencesfrommsa	https://github.com/eggzilla/SelectSequencesFromMSA	--
addrg	https://github.com/holtgrewe/addrg	--
perl-text-template	http://metacpan.org/pod/Text::Template	--
perl-sub-name	https://github.com/p5sagit/Sub-Name	--
perl-list-compare	http://thenceforward.net/perl/modules/List-Compare/	--
perl-datetime-format-strptime	http://metacpan.org/release/DateTime-Format-Strptime	--
probamconvert	https://github.com/Biobix/proBAMconvert	--
jaffa	https://github.com/Oshlack/JAFFA	--
metavelvet-sl-pipeline	http://metavelvet.dna.bio.keio.ac.jp/MSL.html	--
rgi_conda_dev	Not available	--
perl-image-exiftool	http://metacpan.org/pod/Image::ExifTool	--
zeroc-ice	None	--
munkres	https://github.com/bmc/munkres	--
r-rann	https://github.com/jefferis/RANN	--
r-waveslim	https://cran.r-project.org/package=waveslim	--
garnet	https://github.com/fraenkel-lab/GarNet	--
riboplot	https://github.com/vimalkvn/riboplot	--
seq-gen	http://tree.bio.ed.ac.uk/software/Seq-Gen/	--
wdltool	https://github.com/broadinstitute/wdltool	--
music	https://github.com/gersteinlab/MUSIC	--
perl-tie-hash-indexed	https://metacpan.org/pod/Tie::Hash::Indexed	--
r-d3heatmap	https://github.com/rstudio/d3heatmap	--
r-shinyace	https://cran.r-project.org/web/packages/shinyAce/index.html	--
minepy	None	--
intervaltree_bio	https://github.com/konstantint/intervaltree-bio	--
eta	http://github.com/mbreese/eta/	--
mergevcf	https://github.com/ljdursi/mergevcf	--
editdistance	https://www.github.com/aflc/editdistance	--
rmblast	http://www.repeatmasker.org/RMBlast.html	--
gclib	https://github.com/gpertea/gclib	--
r-kriging	https://cran.r-project.org/web/packages/kriging/index.html	--
r-drc	https://cran.r-project.org/web/packages/drc/index.html	--
r-nleqslv	https://cran.r-project.org/web/packages/nleqslv/index.html	--
kaptive	https://github.com/katholt/Kaptive	--
extern	https://pypi.org/project/extern/	--
shapemapper	http://www.chem.unc.edu/rna/software.html	--
r-fnn	https://cran.r-project.org/web/packages/FNN/index.html	--
libsequence	http://http://molpopgen.github.io/libsequence/	--
ucsc_tools	http://hgdownload.cse.ucsc.edu/admin/exe/	--
rabix-bunny	https://github.com/rabix/bunny	--
curesim	http://www.pegase-biosciences.com/curesim-a-customized-read-simulator/	--
r-gdtools	https://cran.r-project.org/web/packages/gdtools/index.html	--
pymix	http://www.pymix.org/pymix	--
r-segmented	https://cran.r-project.org/package=segmented	--
r-mixtools	https://CRAN.R-project.org/package=mixtools	--
footprint	https://ohlerlab.mdc-berlin.de/software/Reproducible_footprinting_139/	--
r-rtsne	https://cran.r-project.org/web/packages/Rtsne/index.html	--
frc	https://github.com/vezzi/FRC_align	--
lap	http://assembly-eval.sourceforge.net/	--
cgat-scripts	https://www.cgat.org/downloads/public/cgat/documentation	--
rename	http://plasmasturm.org/code/rename	--
libdivsufsort	https://github.com/y-256/libdivsufsort	--
reveal	https://github.com/jasperlinthorst/reveal	--
fcp	https://github.com/dparks1134/FragmentClassificationPackage	--
uniprot	http://github.com/boscoh/uniprot	--
targqc	https://github.com/vladsaveliev/TargQC	--
virmet	http://virmet.readthedocs.io	--
shustring	http://guanine.evolbio.mpg.de/cgi-bin/shustring/shustring.cgi.pl	--
perl-hpc-runner-command-plugin-logger-sqlite	https://github.com/biosails/HPC-Runner-Command-Plugin-Logger-Sqlite	--
perl-params-validate	http://metacpan.org/release/Params-Validate	--
requests-mock	None	--
ciso8601	None	--
sqlalchemy-utils	None	--
dominate	None	--
ndg-httpsclient	https://github.com/cedadev/ndg_httpsclient	--
imfusion	https://github.com/jrderuiter/imfusion	--
scoop	http://github.com/soravux/scoop	--
pygraphviz	None	--
intervals	None	--
socksipy-branch	http://socksipy.sourceforge.net/	--
pydotplus	https://github.com/carlos-jenkins/pydotplus	--
r-qlcmatrix	https://CRAN.R-project.org/package=qlcMatrix	--
r-proxy	https://CRAN.R-project.org/package=proxy	--
r-fastica	https://CRAN.R-project.org/package=fastICA	--
r-densityclust	https://CRAN.R-project.org/package=densityClust	--
r-ddrtree	https://cran.r-project.org/package=DDRTree	--
extractpirs	https://mathgen.stats.ox.ac.uk/genetics_software/shapeit/shapeit.html	--
lightning	https://github.com/scikit-learn-contrib/lightning	--
r-checkpoint	https://github.com/RevolutionAnalytics/checkpoint	--
nanosim-h	https://github.com/karel-brinda/NanoSim-H	--
perl-algorithm-cluster	http://metacpan.org/pod/Algorithm::Cluster	--
r-rmysql	https://downloads.mariadb.org/connector-c/	--
r-fastmatch	https://cran.r-project.org/package=fastmatch	--
r-sqldf	https://github.com/ggrothendieck/sqldf	--
r-checkmate	https://github.com/mllg/checkmate	--
r-biglm	https://cran.r-project.org/package=biglm	--
r-som	https://CRAN.R-project.org/package=som	--
r-ff	https://cran.r-project.org/package=ff	--
spectral_hk	https://bitbucket.org/ncgc/spectral_hk	--
plasmidtron	https://github.com/sanger-pathogens/plasmidtron	--
np-likeness-scorer	https://sourceforge.net/projects/np-likeness/	--
perl-data-dumper	http://metacpan.org/pod/Data::Dumper	--
perl-yaml-tiny	http://search.cpan.org/dist/YAML-Tiny/lib/YAML/Tiny.pm	--
represent	https://github.com/RazerM/represent	--
bucketcache	http://github.com/RazerM/bucketcache	--
norns	https://github.com/simonvh/norns	--
talloc	https://talloc.samba.org/talloc/doc/html/index.html`	--
proot	https://github.com/proot-me/PRoot	--
udocker	https://github.com/indigo-dc/udocker	--
secapr	https://github.com/AntonelliLab/seqcap_processor	--
hmmlearn	None	--
joblib	None	--
perl-set-intervaltree	https://metacpan.org/pod/Set::IntervalTree	--
r-biganalytics	https://cran.r-project.org/package=biganalytics	--
r-factominer	None	--
r-locfdr	https://CRAN.R-project.org/package=locfdr	--
r-nhmmfdr	http://www.ams.sunysb.edu/~pfkuan/NHMMfdr/	--
genomebaser	http://github.com/mscook/GenomeBaser	--
phizz	https://github.com/moonso/phizz	--
ggplot	None	--
extract_genome_region	https://github.com/xguse/extract-genome-region	--
cmappy	https://github.com/cmap/cmapPy	--
perl-devel-symdump	http://metacpan.org/pod/Devel::Symdump	--
perl-parent	http://metacpan.org/pod/parent	--
perl-constant	https://metacpan.org/module/constant	--
perl-pod-parser	http://metacpan.org/pod/Pod::Parser	--
perl-test	http://metacpan.org/pod/Test	--
perl-lib	http://metacpan.org/pod/lib	--
perl-test-pod-coverage	http://metacpan.org/pod/Test::Pod::Coverage	--
perl-pod-coverage-trustpod	https://github.com/rjbs/Pod-Coverage-TrustPod	--
perl-exporter	http://metacpan.org/pod/Exporter	--
perl-file-temp	https://github.com/Perl-Toolchain-Gang/File-Temp	--
perl-encode	http://metacpan.org/pod/Encode	--
perl-pod-coverage	http://metacpan.org/pod/Pod::Coverage	--
perl-pod-escapes	http://metacpan.org/pod/Pod::Escapes	--
perl-pod-simple	http://search.cpan.org/dist/Pod-Simple/	--
twopaco	https://github.com/medvedevgroup/TwoPaCo	--
yahmm	http://pypi.python.org/pypi/yahmm/	--
tadarida-d	https://github.com/YvesBas/Tadarida-D	--
burrito-fillings	https://github.com/biocore/burrito-fillings	--
snns	http://www.ra.cs.uni-tuebingen.de/SNNS/	--
